id,ph,dissolved_oxygen,electric_conductivity,date,station_point_id
1117,4.82,6.16,712.76,2018-09-02 09:17:00,3
1118,5.31,5.48,718.43,2018-09-02 09:18:00,3
1119,5.60,6.02,688.39,2018-09-02 09:19:00,3
1120,4.83,5.83,763.38,2018-09-02 09:20:00,3
1121,5.26,5.78,703.95,2018-09-02 09:21:00,3
1122,5.62,5.31,707.32,2018-09-02 09:22:00,3
1123,4.76,5.77,752.56,2018-09-02 09:23:00,3
1124,5.15,6.15,712.97,2018-09-02 09:24:00,3
1125,5.59,5.37,747.04,2018-09-02 09:25:00,3
1126,5.56,5.84,765.85,2018-09-02 09:26:00,3
1127,5.05,5.30,711.25,2018-09-02 09:27:00,3
1128,4.89,6.15,744.54,2018-09-02 09:28:00,3
1129,4.93,5.57,711.88,2018-09-02 09:29:00,3
1130,4.86,5.50,701.20,2018-09-02 09:30:00,3
1131,5.22,6.15,714.25,2018-09-02 09:31:00,3
1132,5.40,6.07,685.53,2018-09-02 09:32:00,3
1133,5.49,5.78,733.40,2018-09-02 09:33:00,3
1134,5.49,6.07,767.19,2018-09-02 09:34:00,3
1135,5.09,5.95,699.63,2018-09-02 09:35:00,3
1136,5.56,5.78,716.90,2018-09-02 09:36:00,3
1137,5.63,5.35,730.90,2018-09-02 09:37:00,3
1138,4.99,5.68,739.96,2018-09-02 09:38:00,3
1139,5.66,6.14,719.43,2018-09-02 09:39:00,3
1140,4.82,5.53,749.06,2018-09-02 09:40:00,3
1141,5.05,6.12,762.97,2018-09-02 09:41:00,3
1142,4.89,6.12,732.67,2018-09-02 09:42:00,3
1143,5.21,5.66,762.56,2018-09-02 09:43:00,3
1144,4.89,5.41,708.46,2018-09-02 09:44:00,3
1145,4.84,6.02,762.50,2018-09-02 09:45:00,3
1146,5.62,5.72,750.96,2018-09-02 09:46:00,3
1147,5.60,5.43,739.09,2018-09-02 09:47:00,3
1148,5.23,5.36,704.96,2018-09-02 09:48:00,3
1149,5.53,5.97,715.38,2018-09-02 09:49:00,3
1150,5.48,6.14,711.16,2018-09-02 09:50:00,3
1151,5.59,5.49,690.25,2018-09-02 09:51:00,3
1152,5.54,6.12,724.51,2018-09-02 09:52:00,3
1153,4.89,5.86,712.13,2018-09-02 09:53:00,3
1154,4.89,5.72,706.32,2018-09-02 09:54:00,3
1155,4.97,6.25,722.35,2018-09-02 09:55:00,3
1156,5.59,5.56,763.68,2018-09-02 09:56:00,3
1157,4.84,6.05,748.54,2018-09-02 09:57:00,3
1158,5.50,5.70,758.01,2018-09-02 09:58:00,3
1159,4.76,5.44,689.11,2018-09-02 09:59:00,3
1160,5.06,5.47,747.22,2018-09-02 10:00:00,3
1161,5.00,5.83,741.17,2018-09-02 10:01:00,3
1162,4.78,5.31,733.88,2018-09-02 10:02:00,3
1163,5.64,5.58,761.39,2018-09-02 10:03:00,3
1164,4.72,5.94,765.11,2018-09-02 10:04:00,3
1165,5.18,5.96,722.30,2018-09-02 10:05:00,3
1166,5.57,5.97,765.45,2018-09-02 10:06:00,3
1167,5.41,6.17,740.54,2018-09-02 10:07:00,3
1168,5.38,5.94,744.20,2018-09-02 10:08:00,3
1169,4.95,5.63,750.46,2018-09-02 10:09:00,3
1170,5.68,5.82,754.62,2018-09-02 10:10:00,3
1171,5.09,5.35,757.41,2018-09-02 10:11:00,3
1172,5.51,5.70,691.21,2018-09-02 10:12:00,3
1173,4.95,5.88,720.26,2018-09-02 10:13:00,3
1174,5.71,5.96,719.76,2018-09-02 10:14:00,3
1175,5.33,6.27,734.74,2018-09-02 10:15:00,3
1176,5.03,5.54,687.29,2018-09-02 10:16:00,3
1177,4.91,5.64,697.09,2018-09-02 10:17:00,3
1178,5.33,5.55,752.38,2018-09-02 10:18:00,3
1179,5.40,6.20,699.60,2018-09-02 10:19:00,3
1180,5.07,5.61,753.72,2018-09-02 10:20:00,3
1181,5.38,5.45,696.61,2018-09-02 10:21:00,3
1182,5.39,5.85,730.36,2018-09-02 10:22:00,3
1183,4.96,5.93,699.96,2018-09-02 10:23:00,3
1184,5.07,5.61,762.38,2018-09-02 10:24:00,3
1185,5.39,5.33,697.07,2018-09-02 10:25:00,3
1186,5.50,5.57,761.27,2018-09-02 10:26:00,3
1187,5.05,6.06,688.15,2018-09-02 10:27:00,3
