id,ph,dissolved_oxygen,electric_conductivity,date,station_point_id
1499,5.26,5.04,809.54,2018-10-01 15:57:00,2
1500,5.86,5.16,809.79,2018-10-01 15:58:00,2
1501,5.12,5.55,816.71,2018-10-01 15:59:00,2
1502,5.33,5.77,812.52,2018-10-01 16:00:00,2
1503,5.89,5.18,810.06,2018-10-01 16:01:00,2
1504,5.70,5.75,813.95,2018-10-01 16:02:00,2
1505,5.64,5.07,811.31,2018-10-01 16:03:00,2
1506,5.52,5.80,813.45,2018-10-01 16:04:00,2
1507,5.66,5.66,816.23,2018-10-01 16:05:00,2
1508,5.78,5.10,813.65,2018-10-01 16:06:00,2
1509,5.90,5.85,810.01,2018-10-01 16:07:00,2
1510,5.61,5.61,812.70,2018-10-01 16:08:00,2
1511,5.64,5.13,816.10,2018-10-01 16:09:00,2
1512,5.82,5.90,811.88,2018-10-01 16:10:00,2
1513,5.38,5.55,813.69,2018-10-01 16:11:00,2
1514,5.10,5.35,811.98,2018-10-01 16:12:00,2
1515,5.12,5.42,813.21,2018-10-01 16:13:00,2
1516,5.62,5.02,816.24,2018-10-01 16:14:00,2
1517,5.50,5.71,810.04,2018-10-01 16:15:00,2
1518,5.53,5.94,814.71,2018-10-01 16:16:00,2
1519,5.22,5.38,809.60,2018-10-01 16:17:00,2
1520,5.94,5.55,813.17,2018-10-01 16:18:00,2
1521,5.75,5.78,816.42,2018-10-01 16:19:00,2
1522,5.49,5.46,814.27,2018-10-01 16:20:00,2
1523,5.53,5.20,810.13,2018-10-01 16:21:00,2
1524,5.60,5.15,816.41,2018-10-01 16:22:00,2
1525,5.90,5.90,811.50,2018-10-01 16:23:00,2
1526,5.88,5.52,816.55,2018-10-01 16:24:00,2
1527,5.53,5.94,815.90,2018-10-01 16:25:00,2
1528,5.96,5.60,813.57,2018-10-01 16:26:00,2
1529,5.89,5.32,816.69,2018-10-01 16:27:00,2
1530,5.17,5.04,809.06,2018-10-01 16:28:00,2
1531,5.30,5.48,812.66,2018-10-01 16:29:00,2
1532,5.24,5.77,810.38,2018-10-01 16:30:00,2
1533,5.88,5.84,816.35,2018-10-01 16:31:00,2
1534,5.96,5.44,814.43,2018-10-01 16:32:00,2
1535,5.56,5.87,814.64,2018-10-01 16:33:00,2
1536,5.61,5.36,813.32,2018-10-01 16:34:00,2
1537,5.40,5.67,808.65,2018-10-01 16:35:00,2
1538,5.76,5.49,812.03,2018-10-01 16:36:00,2
1539,5.38,5.58,812.09,2018-10-01 16:37:00,2
1540,5.41,5.91,812.46,2018-10-01 16:38:00,2
1541,5.84,5.81,812.64,2018-10-01 16:39:00,2
