id,ph,dissolved_oxygen,electric_conductivity,date,station_point_id
801,5.81,7.06,814.00,2018-08-01 12:24:00,3
802,6.18,7.06,822.28,2018-08-01 12:25:00,3
803,6.22,7.05,826.92,2018-08-01 12:26:00,3
804,6.03,7.04,813.92,2018-08-01 12:27:00,3
805,6.08,7.07,797.56,2018-08-01 12:28:00,3
806,5.60,7.02,793.27,2018-08-01 12:29:00,3
807,5.93,7.01,847.49,2018-08-01 12:30:00,3
808,6.05,7.01,852.30,2018-08-01 12:31:00,3
809,5.95,6.89,834.05,2018-08-01 12:32:00,3
810,6.07,6.90,840.23,2018-08-01 12:33:00,3
811,5.62,6.96,846.33,2018-08-01 12:34:00,3
812,5.59,6.99,815.56,2018-08-01 12:35:00,3
813,6.10,7.01,787.99,2018-08-01 12:36:00,3
814,5.72,6.98,834.04,2018-08-01 12:37:00,3
815,6.03,6.98,837.24,2018-08-01 12:38:00,3
816,6.03,6.98,814.70,2018-08-01 12:39:00,3
817,6.10,6.99,783.81,2018-08-01 12:40:00,3
818,5.74,6.98,802.14,2018-08-01 12:41:00,3
819,6.28,6.98,797.88,2018-08-01 12:42:00,3
820,5.96,6.99,852.28,2018-08-01 12:43:00,3
821,6.32,6.97,778.41,2018-08-01 12:44:00,3
822,5.87,6.97,825.34,2018-08-01 12:45:00,3
823,5.63,6.98,791.04,2018-08-01 12:46:00,3
824,6.27,6.98,821.70,2018-08-01 12:47:00,3
825,6.16,6.99,818.76,2018-08-01 12:48:00,3
826,6.11,6.99,819.71,2018-08-01 12:49:00,3
827,6.23,6.98,816.79,2018-08-01 12:50:00,3
828,5.77,6.98,841.29,2018-08-01 12:51:00,3
829,5.67,6.98,819.67,2018-08-01 12:52:00,3
830,5.63,6.99,780.39,2018-08-01 12:53:00,3
