id,ph,dissolved_oxygen,electric_conductivity,date,station_point_id
1672,4.65,3.11,936.87,2018-10-01 15:53:00,3
1673,4.53,3.46,932.19,2018-10-01 15:54:00,3
1674,4.91,3.37,930.21,2018-10-01 15:55:00,3
1675,4.96,3.29,938.20,2018-10-01 15:56:00,3
1676,5.00,3.11,944.13,2018-10-01 15:57:00,3
1677,5.00,3.35,937.73,2018-10-01 15:58:00,3
1678,4.88,2.85,931.22,2018-10-01 15:59:00,3
1679,4.96,3.13,929.49,2018-10-01 16:00:00,3
1680,4.91,3.19,942.66,2018-10-01 16:01:00,3
1681,4.95,2.89,932.17,2018-10-01 16:02:00,3
1682,4.86,2.83,942.51,2018-10-01 16:03:00,3
1683,4.88,2.92,935.94,2018-10-01 16:04:00,3
1684,4.98,3.28,937.55,2018-10-01 16:05:00,3
1685,4.93,3.21,936.51,2018-10-01 16:06:00,3
1686,4.93,2.89,940.44,2018-10-01 16:07:00,3
1687,5.00,3.02,941.84,2018-10-01 16:08:00,3
1688,4.99,3.37,939.34,2018-10-01 16:09:00,3
1689,4.97,3.36,930.99,2018-10-01 16:10:00,3
1690,4.93,3.39,934.94,2018-10-01 16:11:00,3
1691,4.97,3.07,929.51,2018-10-01 16:12:00,3
1692,4.96,3.14,938.23,2018-10-01 16:13:00,3
1693,4.96,2.93,938.72,2018-10-01 16:14:00,3
1694,5.00,3.43,935.19,2018-10-01 16:15:00,3
1695,4.87,3.32,936.92,2018-10-01 16:16:00,3
1696,4.89,2.86,929.82,2018-10-01 16:17:00,3
1697,4.88,3.38,942.54,2018-10-01 16:18:00,3
1698,4.93,3.34,928.42,2018-10-01 16:19:00,3
1699,4.94,3.16,935.78,2018-10-01 16:20:00,3
1700,4.86,3.05,930.03,2018-10-01 16:21:00,3
1701,4.92,3.14,929.30,2018-10-01 16:22:00,3
1702,4.89,3.23,936.19,2018-10-01 16:23:00,3
1703,4.92,3.48,943.34,2018-10-01 16:24:00,3
1704,5.00,3.00,943.71,2018-10-01 16:25:00,3
1705,4.96,3.21,934.57,2018-10-01 16:26:00,3
1706,4.88,3.41,933.28,2018-10-01 16:27:00,3
1707,4.85,3.51,932.36,2018-10-01 16:28:00,3
1708,4.94,3.05,932.88,2018-10-01 16:29:00,3
1709,4.87,3.46,934.82,2018-10-01 16:30:00,3
1710,4.97,3.10,941.84,2018-10-01 16:31:00,3
1711,4.94,2.88,934.10,2018-10-01 16:32:00,3
1712,4.92,3.21,938.10,2018-10-01 16:33:00,3
1713,4.98,3.26,933.62,2018-10-01 16:34:00,3
1714,4.91,3.37,939.61,2018-10-01 16:35:00,3
1715,4.93,3.47,936.63,2018-10-01 16:36:00,3
1716,4.88,3.26,941.72,2018-10-01 16:37:00,3
1717,4.89,3.50,934.97,2018-10-01 16:38:00,3
1718,4.99,2.96,939.94,2018-10-01 16:39:00,3
