id,ph,dissolved_oxygen,electric_conductivity,date,station_point_id
881,5.59,5.11,119.22,2018-09-02 09:19:00,1
882,6.00,5.95,118.82,2018-09-02 09:20:00,1
883,5.68,5.81,118.83,2018-09-02 09:21:00,1
884,5.32,5.75,119.55,2018-09-02 09:22:00,1
885,6.00,5.33,118.74,2018-09-02 09:23:00,1
886,5.79,5.52,124.78,2018-09-02 09:24:00,1
887,5.59,5.35,119.25,2018-09-02 09:25:00,1
888,5.95,5.32,119.61,2018-09-02 09:26:00,1
889,5.29,5.62,118.62,2018-09-02 09:27:00,1
890,5.84,5.85,119.30,2018-09-02 09:28:00,1
891,6.00,5.04,119.75,2018-09-02 09:29:00,1
892,5.74,5.40,118.82,2018-09-02 09:30:00,1
893,5.33,5.90,114.78,2018-09-02 09:31:00,1
894,5.82,5.64,119.87,2018-09-02 09:32:00,1
895,5.37,5.02,119.88,2018-09-02 09:33:00,1
896,5.58,5.34,118.71,2018-09-02 09:34:00,1
897,5.54,5.16,120.01,2018-09-02 09:35:00,1
898,5.88,5.46,119.59,2018-09-02 09:36:00,1
899,5.89,5.15,118.68,2018-09-02 09:37:00,1
900,5.36,5.83,119.35,2018-09-02 09:38:00,1
901,5.42,5.85,119.10,2018-09-02 09:39:00,1
902,5.61,5.31,119.94,2018-09-02 09:40:00,1
903,5.95,5.88,118.78,2018-09-02 09:41:00,1
904,5.57,5.22,119.28,2018-09-02 09:42:00,1
905,5.59,5.68,119.15,2018-09-02 09:43:00,1
906,5.29,5.49,118.73,2018-09-02 09:44:00,1
907,5.56,5.72,119.83,2018-09-02 09:45:00,1
908,5.32,5.48,120.56,2018-09-02 09:46:00,1
909,5.60,5.08,119.20,2018-09-02 09:47:00,1
910,5.73,5.65,118.67,2018-09-02 09:48:00,1
911,5.60,5.36,119.14,2018-09-02 09:49:00,1
912,5.87,5.23,118.93,2018-09-02 09:50:00,1
913,5.34,5.55,119.13,2018-09-02 09:51:00,1
914,5.62,5.05,119.22,2018-09-02 09:52:00,1
915,5.27,5.97,119.30,2018-09-02 09:53:00,1
916,5.49,5.22,119.83,2018-09-02 09:54:00,1
917,5.89,5.21,120.09,2018-09-02 09:55:00,1
918,5.27,5.87,119.49,2018-09-02 09:56:00,1
919,5.31,5.54,119.92,2018-09-02 09:57:00,1
920,5.93,5.79,118.97,2018-09-02 09:58:00,1
921,5.49,5.87,119.73,2018-09-02 09:59:00,1
922,5.97,5.75,119.39,2018-09-02 10:00:00,1
923,5.44,5.64,118.78,2018-09-02 10:01:00,1
924,5.39,5.38,119.72,2018-09-02 10:02:00,1
925,5.89,5.25,120.19,2018-09-02 10:03:00,1
926,6.00,5.11,119.29,2018-09-02 10:04:00,1
927,5.65,5.90,119.08,2018-09-02 10:05:00,1
928,5.63,5.24,118.89,2018-09-02 10:06:00,1
929,5.64,5.06,120.23,2018-09-02 10:07:00,1
930,5.66,5.44,119.51,2018-09-02 10:08:00,1
931,5.30,5.13,118.80,2018-09-02 10:09:00,1
932,5.64,5.27,120.28,2018-09-02 10:10:00,1
933,5.71,5.46,128.63,2018-09-02 10:11:00,1
934,5.60,5.83,119.12,2018-09-02 10:12:00,1
935,5.65,5.12,118.91,2018-09-02 10:13:00,1
936,5.79,5.94,120.26,2018-09-02 10:14:00,1
937,5.45,5.02,119.71,2018-09-02 10:15:00,1
938,5.70,5.19,119.94,2018-09-02 10:16:00,1
939,5.44,5.79,118.92,2018-09-02 10:17:00,1
940,5.37,5.55,119.41,2018-09-02 10:18:00,1
941,5.80,5.16,120.01,2018-09-02 10:19:00,1
942,5.79,5.64,118.85,2018-09-02 10:20:00,1
943,5.70,5.57,110.23,2018-09-02 10:21:00,1
944,5.40,5.62,110.55,2018-09-02 10:22:00,1
945,6.01,5.74,110.06,2018-09-02 10:23:00,1
946,5.90,5.92,117.79,2018-09-02 10:24:00,1
947,5.65,5.64,111.18,2018-09-02 10:25:00,1
948,5.30,5.69,123.29,2018-09-02 10:26:00,1
949,5.99,5.10,119.71,2018-09-02 10:27:00,1
