id,ph,dissolved_oxygen,electric_conductivity,date,station_point_id
985,5.52,2.55,652.62,2018-09-02 09:04:00,2
986,5.65,4.15,645.42,2018-09-02 09:05:00,2
987,5.59,2.50,644.76,2018-09-02 09:06:00,2
988,5.56,3.13,640.98,2018-09-02 09:07:00,2
989,5.15,3.70,649.51,2018-09-02 09:08:00,2
990,5.41,3.71,639.45,2018-09-02 09:09:00,2
991,5.59,2.96,641.02,2018-09-02 09:10:00,2
992,5.35,3.01,645.51,2018-09-02 09:11:00,2
993,5.28,4.00,642.93,2018-09-02 09:12:00,2
994,5.13,3.32,635.50,2018-09-02 09:13:00,2
995,5.30,3.88,650.53,2018-09-02 09:14:00,2
996,5.50,4.31,652.36,2018-09-02 09:15:00,2
997,5.42,3.34,650.40,2018-09-02 09:16:00,2
998,5.09,2.84,648.91,2018-09-02 09:17:00,2
999,5.87,3.30,649.18,2018-09-02 09:18:00,2
1000,5.78,3.55,656.65,2018-09-02 09:19:00,2
1001,5.18,3.66,653.86,2018-09-02 09:20:00,2
1002,5.91,2.82,642.64,2018-09-02 09:21:00,2
1003,5.96,4.43,653.04,2018-09-02 09:22:00,2
1004,5.20,2.50,639.25,2018-09-02 09:23:00,2
1005,5.91,2.57,635.92,2018-09-02 09:24:00,2
1006,5.50,4.16,639.06,2018-09-02 09:25:00,2
1007,5.57,4.44,644.50,2018-09-02 09:26:00,2
1008,5.50,4.44,634.87,2018-09-02 09:27:00,2
1009,5.66,3.50,637.24,2018-09-02 09:28:00,2
1010,5.19,4.32,644.61,2018-09-02 09:29:00,2
1011,5.08,3.72,651.75,2018-09-02 09:30:00,2
1012,5.80,2.37,638.54,2018-09-02 09:31:00,2
1013,5.73,2.33,643.79,2018-09-02 09:32:00,2
1014,5.27,4.12,645.12,2018-09-02 09:33:00,2
1015,5.50,2.45,639.75,2018-09-02 09:34:00,2
1016,5.78,2.89,648.97,2018-09-02 09:35:00,2
1017,5.41,2.99,636.66,2018-09-02 09:36:00,2
1018,5.82,2.71,650.67,2018-09-02 09:37:00,2
1019,5.61,4.49,634.85,2018-09-02 09:38:00,2
1020,5.26,0.98,637.83,2018-09-02 09:39:00,2
1021,5.92,1.22,637.17,2018-09-02 09:40:00,2
1022,5.40,0.91,648.55,2018-09-02 09:41:00,2
1023,5.47,1.58,634.11,2018-09-02 09:42:00,2
1024,5.95,2.04,651.30,2018-09-02 09:43:00,2
1025,5.77,1.65,637.32,2018-09-02 09:44:00,2
1026,5.13,2.15,640.29,2018-09-02 09:45:00,2
1027,5.41,2.66,654.22,2018-09-02 09:46:00,2
1028,5.31,4.39,655.79,2018-09-02 09:47:00,2
1029,5.43,4.02,642.36,2018-09-02 09:48:00,2
1030,5.31,3.17,652.21,2018-09-02 09:49:00,2
1031,5.83,3.33,648.11,2018-09-02 09:50:00,2
1032,5.65,3.31,650.71,2018-09-02 09:51:00,2
1033,5.28,4.45,639.30,2018-09-02 09:52:00,2
1034,5.20,3.81,655.15,2018-09-02 09:53:00,2
1035,5.08,4.37,633.01,2018-09-02 09:54:00,2
1036,5.19,3.74,640.70,2018-09-02 09:55:00,2
1037,5.28,4.14,644.73,2018-09-02 09:56:00,2
1038,5.84,2.88,647.10,2018-09-02 09:57:00,2
1039,5.41,4.12,649.22,2018-09-02 09:58:00,2
1040,5.23,3.32,642.14,2018-09-02 09:59:00,2
1041,5.38,3.79,653.68,2018-09-02 10:00:00,2
1042,5.57,2.64,641.68,2018-09-02 10:01:00,2
1043,5.63,2.55,633.33,2018-09-02 10:02:00,2
1044,5.60,2.46,652.12,2018-09-02 10:03:00,2
1045,5.24,3.78,651.45,2018-09-02 10:04:00,2
1046,5.82,3.51,633.53,2018-09-02 10:05:00,2
1047,5.18,3.77,641.24,2018-09-02 10:06:00,2
1048,5.27,4.46,634.72,2018-09-02 10:07:00,2
1049,5.27,2.30,635.58,2018-09-02 10:08:00,2
1050,5.38,4.22,646.79,2018-09-02 10:09:00,2
1051,5.41,4.21,647.43,2018-09-02 10:10:00,2
1052,5.70,3.58,638.17,2018-09-02 10:11:00,2
1053,5.36,2.76,640.62,2018-09-02 10:12:00,2
1054,5.63,4.48,651.26,2018-09-02 10:13:00,2
1055,5.47,3.42,643.70,2018-09-02 10:14:00,2
1056,5.23,2.61,644.72,2018-09-02 10:15:00,2
1057,5.69,2.89,640.05,2018-09-02 10:16:00,2
1058,5.55,3.26,656.81,2018-09-02 10:17:00,2
1059,5.66,4.34,648.58,2018-09-02 10:18:00,2
1060,5.41,3.20,639.02,2018-09-02 10:19:00,2
1061,5.05,2.86,637.81,2018-09-02 10:20:00,2
1062,5.54,4.18,649.17,2018-09-02 10:21:00,2
1063,5.06,3.77,649.14,2018-09-02 10:22:00,2
1064,5.66,2.44,652.93,2018-09-02 10:23:00,2
1065,5.62,3.92,634.66,2018-09-02 10:24:00,2
1066,5.11,3.38,636.44,2018-09-02 10:25:00,2
1067,5.35,4.38,655.77,2018-09-02 10:26:00,2
1068,5.49,4.20,647.84,2018-09-02 10:27:00,2
