id,ph,dissolved_oxygen,electric_conductivity,date,station_point_id
331,5.65,3.63,922.36,2018-07-01 10:48:00,3
332,5.51,3.79,932.30,2018-07-01 10:49:00,3
333,5.49,3.82,918.54,2018-07-01 10:50:00,3
334,5.55,3.58,945.70,2018-07-01 10:51:00,3
335,5.57,3.72,941.90,2018-07-01 10:52:00,3
336,5.54,3.58,924.02,2018-07-01 10:53:00,3
337,5.37,3.54,943.40,2018-07-01 10:54:00,3
338,5.36,3.78,948.89,2018-07-01 10:55:00,3
339,5.50,3.41,934.74,2018-07-01 10:56:00,3
340,5.29,3.72,941.33,2018-07-01 10:57:00,3
341,5.60,3.46,922.70,2018-07-01 10:58:00,3
342,5.38,3.12,927.13,2018-07-01 10:59:00,3
343,5.59,3.70,904.75,2018-07-01 11:00:00,3
344,5.54,3.54,912.45,2018-07-01 11:01:00,3
345,5.25,3.32,908.26,2018-07-01 11:02:00,3
346,5.46,3.30,916.59,2018-07-01 11:03:00,3
347,5.41,3.54,949.20,2018-07-01 11:04:00,3
348,5.55,3.61,917.29,2018-07-01 11:05:00,3
349,5.55,3.23,940.15,2018-07-01 11:06:00,3
350,5.35,3.41,913.59,2018-07-01 11:07:00,3
351,5.58,3.69,909.66,2018-07-01 11:08:00,3
352,5.42,3.31,949.06,2018-07-01 11:09:00,3
353,5.45,3.78,945.98,2018-07-01 11:10:00,3
354,5.62,3.16,944.39,2018-07-01 11:11:00,3
355,5.23,3.55,949.27,2018-07-01 11:12:00,3
356,5.64,3.59,932.20,2018-07-01 11:13:00,3
357,5.50,3.34,920.63,2018-07-01 11:14:00,3
358,5.27,3.81,916.67,2018-07-01 11:15:00,3
359,5.66,3.70,939.28,2018-07-01 11:16:00,3
360,5.25,3.71,922.91,2018-07-01 11:17:00,3
361,5.40,3.57,944.29,2018-07-01 11:18:00,3
362,5.26,3.71,945.82,2018-07-01 11:19:00,3
363,5.64,3.38,937.46,2018-07-01 11:20:00,3
364,5.41,3.80,905.01,2018-07-01 11:21:00,3
365,5.44,3.64,904.96,2018-07-01 11:22:00,3
366,5.64,3.41,926.88,2018-07-01 11:23:00,3
367,5.34,3.17,949.20,2018-07-01 11:24:00,3
368,5.40,3.15,924.03,2018-07-01 11:25:00,3
369,5.25,3.78,938.13,2018-07-01 11:26:00,3
370,5.39,3.18,908.24,2018-07-01 11:27:00,3
371,5.44,3.32,916.79,2018-07-01 11:28:00,3
372,5.61,3.73,944.74,2018-07-01 11:29:00,3
373,5.64,3.36,941.40,2018-07-01 11:30:00,3
374,5.60,3.71,915.02,2018-07-01 11:31:00,3
375,5.57,3.14,917.44,2018-07-01 11:32:00,3
376,5.46,3.24,914.63,2018-07-01 11:33:00,3
377,5.61,3.21,943.57,2018-07-01 11:34:00,3
378,5.59,3.50,938.62,2018-07-01 11:35:00,3
379,5.24,3.74,938.10,2018-07-01 11:36:00,3
380,5.60,3.63,924.41,2018-07-01 11:37:00,3
381,5.28,3.34,922.42,2018-07-01 11:38:00,3
382,5.38,3.68,938.64,2018-07-01 11:39:00,3
383,5.24,3.17,921.20,2018-07-01 11:40:00,3
384,5.36,3.35,949.48,2018-07-01 11:41:00,3
385,5.63,3.19,925.40,2018-07-01 11:42:00,3
386,5.46,3.16,925.99,2018-07-01 11:43:00,3
387,5.65,3.24,920.12,2018-07-01 11:44:00,3
388,5.55,3.79,906.81,2018-07-01 11:45:00,3
389,5.25,3.74,943.02,2018-07-01 11:46:00,3
390,5.52,3.22,935.30,2018-07-01 11:47:00,3
391,5.65,3.27,911.07,2018-07-01 11:48:00,3
392,5.37,3.20,927.18,2018-07-01 11:49:00,3
393,5.40,3.77,927.01,2018-07-01 11:50:00,3
394,5.38,3.73,907.13,2018-07-01 11:51:00,3
395,5.49,3.20,946.35,2018-07-01 11:52:00,3
396,5.33,3.76,910.73,2018-07-01 11:53:00,3
397,5.33,3.63,951.01,2018-07-01 11:54:00,3
398,5.58,3.39,948.90,2018-07-01 11:55:00,3
399,5.68,3.28,946.56,2018-07-01 11:56:00,3
400,5.65,3.82,944.68,2018-07-01 11:57:00,3
401,5.32,3.39,943.00,2018-07-01 11:58:00,3
402,5.62,3.54,935.53,2018-07-01 11:59:00,3
403,5.63,3.81,952.07,2018-07-01 12:00:00,3
404,5.32,3.54,911.81,2018-07-01 12:01:00,3
405,5.26,3.76,922.30,2018-07-01 12:02:00,3
406,5.32,3.25,905.48,2018-07-01 12:03:00,3
407,5.26,3.81,949.69,2018-07-01 12:04:00,3
408,5.44,3.36,931.28,2018-07-01 12:05:00,3
409,5.54,3.33,915.52,2018-07-01 12:06:00,3
410,5.46,3.27,929.29,2018-07-01 12:07:00,3
411,5.40,3.37,917.85,2018-07-01 12:08:00,3
412,5.63,3.64,928.24,2018-07-01 12:09:00,3
413,5.53,3.37,932.97,2018-07-01 12:10:00,3
414,5.59,3.50,928.50,2018-07-01 12:11:00,3
415,5.29,3.21,904.19,2018-07-01 12:12:00,3
416,5.47,3.12,926.84,2018-07-01 12:13:00,3
