id,ph,dissolved_oxygen,electric_conductivity,date,station_point_id
216,10.11,2.89,890.29,2018-07-01 11:12:00,2
217,10.52,3.01,896.93,2018-07-01 11:13:00,2
218,10.38,3.11,898.78,2018-07-01 11:14:00,2
219,10.15,2.91,906.13,2018-07-01 11:15:00,2
220,10.54,3.20,896.90,2018-07-01 11:16:00,2
221,10.13,3.30,913.19,2018-07-01 11:17:00,2
222,10.28,3.21,893.84,2018-07-01 11:18:00,2
223,10.14,2.93,900.67,2018-07-01 11:19:00,2
224,10.52,3.13,889.97,2018-07-01 11:20:00,2
225,10.29,3.41,913.25,2018-07-01 11:21:00,2
226,10.32,3.02,914.30,2018-07-01 11:22:00,2
227,10.52,2.91,901.23,2018-07-01 11:23:00,2
228,10.22,3.36,902.94,2018-07-01 11:24:00,2
229,10.28,3.06,898.36,2018-07-01 11:25:00,2
230,10.13,3.18,905.85,2018-07-01 11:26:00,2
231,10.27,2.94,892.50,2018-07-01 11:27:00,2
232,10.32,3.19,919.94,2018-07-01 11:28:00,2
233,10.49,2.87,897.94,2018-07-01 11:29:00,2
234,10.52,3.23,907.52,2018-07-01 11:30:00,2
235,10.48,3.14,891.27,2018-07-01 11:31:00,2
236,10.45,3.42,916.92,2018-07-01 11:32:00,2
237,10.34,3.24,902.02,2018-07-01 11:33:00,2
238,10.49,3.19,893.46,2018-07-01 11:34:00,2
239,10.47,3.15,899.80,2018-07-01 11:35:00,2
240,10.12,3.18,907.46,2018-07-01 11:36:00,2
241,10.48,2.98,902.60,2018-07-01 11:37:00,2
242,10.16,3.03,916.64,2018-07-01 11:38:00,2
243,10.26,3.10,903.05,2018-07-01 11:39:00,2
244,10.12,3.35,908.94,2018-07-01 11:40:00,2
245,10.24,3.07,907.39,2018-07-01 11:41:00,2
246,10.51,2.89,891.24,2018-07-01 11:42:00,2
247,10.34,3.28,892.61,2018-07-01 11:43:00,2
248,10.53,3.23,905.43,2018-07-01 11:44:00,2
249,10.43,3.14,919.36,2018-07-01 11:45:00,2
250,10.13,3.00,897.30,2018-07-01 11:46:00,2
251,10.40,2.89,920.18,2018-07-01 11:47:00,2
252,10.53,3.35,905.47,2018-07-01 11:48:00,2
253,10.25,3.07,899.87,2018-07-01 11:49:00,2
254,10.28,3.18,888.68,2018-07-01 11:50:00,2
255,10.26,3.23,908.52,2018-07-01 11:51:00,2
256,10.37,3.17,918.93,2018-07-01 11:52:00,2
257,10.21,3.27,909.21,2018-07-01 11:53:00,2
258,10.21,3.30,917.11,2018-07-01 11:54:00,2
259,10.46,2.95,893.63,2018-07-01 11:55:00,2
260,10.56,3.25,891.90,2018-07-01 11:56:00,2
261,10.53,3.14,914.16,2018-07-01 11:57:00,2
262,10.20,3.18,918.42,2018-07-01 11:58:00,2
263,10.50,2.92,894.40,2018-07-01 11:59:00,2
264,10.51,2.87,898.39,2018-07-01 12:00:00,2
265,10.20,2.88,904.81,2018-07-01 12:01:00,2
266,10.14,3.18,911.15,2018-07-01 12:02:00,2
267,10.20,3.33,917.76,2018-07-01 12:03:00,2
268,10.14,3.14,890.97,2018-07-01 12:04:00,2
269,10.32,2.99,891.82,2018-07-01 12:05:00,2
270,10.42,2.90,895.35,2018-07-01 12:06:00,2
271,10.34,3.11,923.47,2018-07-01 12:07:00,2
272,10.28,2.92,914.70,2018-07-01 12:08:00,2
273,10.51,3.15,893.29,2018-07-01 12:09:00,2
274,10.41,3.33,899.44,2018-07-01 12:10:00,2
275,10.47,3.17,920.89,2018-07-01 12:11:00,2
276,10.17,3.33,890.50,2018-07-01 12:12:00,2
277,10.35,3.26,912.73,2018-07-01 12:13:00,2
278,10.34,3.12,905.22,2018-07-01 12:14:00,2
