id,ph,dissolved_oxygen,electric_conductivity,date,station_point_id
1269,5.87,5.80,206.03,2018-10-01 15:04:00,1
1270,5.80,5.75,206.96,2018-10-01 15:05:00,1
1271,6.05,4.93,210.99,2018-10-01 15:06:00,1
1272,6.01,5.47,205.28,2018-10-01 15:07:00,1
1273,6.19,5.01,207.31,2018-10-01 15:08:00,1
1274,6.39,5.32,208.69,2018-10-01 15:09:00,1
1275,6.36,5.06,209.82,2018-10-01 15:10:00,1
1276,6.41,5.42,205.45,2018-10-01 15:11:00,1
1277,6.43,4.96,209.66,2018-10-01 15:12:00,1
1278,6.33,5.06,207.30,2018-10-01 15:13:00,1
1279,6.35,7.11,206.17,2018-10-01 15:14:00,1
1280,6.56,6.94,205.49,2018-10-01 15:15:00,1
1281,6.60,6.65,205.33,2018-10-01 15:16:00,1
1282,6.38,6.85,210.96,2018-10-01 15:17:00,1
1283,6.44,6.47,207.86,2018-10-01 15:18:00,1
1284,6.44,6.28,206.97,2018-10-01 15:19:00,1
1285,6.57,6.17,207.64,2018-10-01 15:20:00,1
1286,6.61,6.09,211.10,2018-10-01 15:21:00,1
1287,6.46,6.94,206.15,2018-10-01 15:22:00,1
1288,6.50,7.10,205.96,2018-10-01 15:23:00,1
1289,6.44,6.52,206.34,2018-10-01 15:24:00,1
1290,6.45,7.19,205.72,2018-10-01 15:25:00,1
1291,6.48,6.98,211.43,2018-10-01 15:26:00,1
1292,6.17,6.92,209.62,2018-10-01 15:27:00,1
1293,6.16,7.04,209.81,2018-10-01 15:28:00,1
1294,6.41,6.19,209.48,2018-10-01 15:29:00,1
1295,6.57,5.97,210.15,2018-10-01 15:30:00,1
1296,6.59,7.21,206.76,2018-10-01 15:31:00,1
1297,6.42,6.72,206.78,2018-10-01 15:32:00,1
1298,6.39,6.95,202.49,2018-10-01 15:33:00,1
1299,6.44,7.31,191.97,2018-10-01 15:34:00,1
1300,6.39,6.40,196.04,2018-10-01 15:35:00,1
1301,6.34,6.96,195.25,2018-10-01 15:36:00,1
1302,6.23,6.79,187.56,2018-10-01 15:37:00,1
1303,6.39,6.53,198.72,2018-10-01 15:38:00,1
1304,6.37,6.05,187.39,2018-10-01 15:39:00,1
1305,6.42,6.84,186.04,2018-10-01 15:40:00,1
1306,6.41,5.99,202.24,2018-10-01 15:41:00,1
1307,6.22,6.33,187.88,2018-10-01 15:42:00,1
1308,6.39,6.96,191.15,2018-10-01 15:43:00,1
1309,6.22,6.36,193.13,2018-10-01 15:44:00,1
1310,6.54,6.50,191.43,2018-10-01 15:45:00,1
1311,6.46,5.97,200.87,2018-10-01 15:46:00,1
1312,6.39,6.19,196.33,2018-10-01 15:47:00,1
1313,6.57,7.11,202.77,2018-10-01 15:48:00,1
1314,6.30,6.38,203.02,2018-10-01 15:49:00,1
1315,6.29,7.10,199.44,2018-10-01 15:50:00,1
1316,6.39,6.29,189.72,2018-10-01 15:51:00,1
1317,6.48,6.20,193.90,2018-10-01 15:52:00,1
1318,6.54,5.90,188.55,2018-10-01 15:53:00,1
1319,6.21,6.85,192.25,2018-10-01 15:54:00,1
1320,6.22,6.52,203.51,2018-10-01 15:55:00,1
1321,6.30,6.28,193.80,2018-10-01 15:56:00,1
1322,6.40,6.34,193.45,2018-10-01 15:57:00,1
1323,6.48,6.14,191.96,2018-10-01 15:58:00,1
1324,6.35,6.48,186.01,2018-10-01 15:59:00,1
1325,6.32,6.78,196.07,2018-10-01 16:00:00,1
1326,6.48,6.41,199.90,2018-10-01 16:01:00,1
1327,6.66,6.17,196.20,2018-10-01 16:02:00,1
1328,6.40,7.10,204.08,2018-10-01 16:03:00,1
1329,6.35,5.89,192.97,2018-10-01 16:04:00,1
1330,6.54,6.02,200.86,2018-10-01 16:05:00,1
1331,6.60,6.56,200.17,2018-10-01 16:06:00,1
1332,6.30,6.65,201.83,2018-10-01 16:07:00,1
1333,5.90,7.19,195.09,2018-10-01 16:08:00,1
1334,5.78,6.91,204.08,2018-10-01 16:09:00,1
1335,6.08,6.71,189.39,2018-10-01 16:10:00,1
1336,6.12,6.98,195.90,2018-10-01 16:11:00,1
1337,6.21,6.71,193.71,2018-10-01 16:12:00,1
1338,5.91,6.48,184.48,2018-10-01 16:13:00,1
1339,5.98,6.01,197.37,2018-10-01 16:14:00,1
1340,5.73,6.39,191.14,2018-10-01 16:15:00,1
1341,6.18,6.84,193.48,2018-10-01 16:16:00,1
1342,5.77,6.21,196.02,2018-10-01 16:17:00,1
1343,5.84,6.28,190.57,2018-10-01 16:18:00,1
1344,5.94,5.85,187.95,2018-10-01 16:19:00,1
1345,6.05,6.30,203.63,2018-10-01 16:20:00,1
1346,5.76,5.91,189.69,2018-10-01 16:21:00,1
1347,5.83,6.47,189.47,2018-10-01 16:22:00,1
1348,6.05,6.27,195.45,2018-10-01 16:23:00,1
1349,6.22,6.86,196.26,2018-10-01 16:24:00,1
1350,5.81,5.88,204.21,2018-10-01 16:25:00,1
1351,5.84,6.09,190.84,2018-10-01 16:26:00,1
1352,6.17,5.85,204.02,2018-10-01 16:27:00,1
1353,5.95,5.88,196.90,2018-10-01 16:28:00,1
1354,5.85,5.83,186.55,2018-10-01 16:29:00,1
1355,6.18,6.04,202.07,2018-10-01 16:30:00,1
1356,5.87,5.88,195.24,2018-10-01 16:31:00,1
1357,6.10,6.07,192.43,2018-10-01 16:32:00,1
1358,5.85,5.87,188.67,2018-10-01 16:33:00,1
1359,6.03,6.12,200.73,2018-10-01 16:34:00,1
1360,6.22,6.10,201.75,2018-10-01 16:35:00,1
1361,6.02,5.87,189.52,2018-10-01 16:36:00,1
1362,5.90,5.82,186.28,2018-10-01 16:37:00,1
1363,5.97,6.10,187.54,2018-10-01 16:38:00,1
1364,5.93,6.06,187.42,2018-10-01 16:39:00,1
