id,ph,dissolved_oxygen,electric_conductivity,date,station_point_id
2110,6.67,4.32,1116.88,2019-01-01 14:20:00,3
2111,5.80,4.70,1245.86,2019-01-01 14:21:00,3
2112,5.74,4.41,1400.39,2019-01-01 14:22:00,3
2113,6.38,4.40,1397.39,2019-01-01 14:23:00,3
2114,5.69,4.65,1162.03,2019-01-01 14:24:00,3
2115,6.55,4.64,1112.59,2019-01-01 14:25:00,3
2116,6.08,4.69,1321.84,2019-01-01 14:26:00,3
2117,5.67,4.35,984.61,2019-01-01 14:27:00,3
2118,6.41,4.64,1019.36,2019-01-01 14:28:00,3
2119,6.18,4.68,1181.22,2019-01-01 14:29:00,3
2120,6.10,4.39,1270.54,2019-01-01 14:30:00,3
2121,6.42,4.60,1329.10,2019-01-01 14:31:00,3
2122,6.63,4.24,1037.58,2019-01-01 14:32:00,3
2123,6.27,4.75,1091.10,2019-01-01 14:33:00,3
2124,5.83,4.76,1078.38,2019-01-01 14:34:00,3
2125,6.56,4.30,965.83,2019-01-01 14:35:00,3
2126,6.61,4.47,1054.95,2019-01-01 14:36:00,3
2127,6.27,4.50,1248.66,2019-01-01 14:37:00,3
2128,5.95,4.67,969.63,2019-01-01 14:38:00,3
2129,5.72,4.50,1295.21,2019-01-01 14:39:00,3
2130,6.21,4.47,1200.07,2019-01-01 14:40:00,3
2131,6.38,4.40,1373.43,2019-01-01 14:41:00,3
2132,6.35,4.69,1003.58,2019-01-01 14:42:00,3
2133,5.69,4.43,1373.03,2019-01-01 14:43:00,3
2134,6.65,4.61,1272.87,2019-01-01 14:44:00,3
2135,5.88,4.48,968.04,2019-01-01 14:45:00,3
2136,6.44,4.38,967.23,2019-01-01 14:46:00,3
2137,6.22,4.37,1365.67,2019-01-01 14:47:00,3
2138,5.85,4.68,1372.98,2019-01-01 14:48:00,3
2139,6.04,4.34,1171.11,2019-01-01 14:49:00,3
2140,6.15,4.71,1253.34,2019-01-01 14:50:00,3
2141,6.67,4.33,1091.81,2019-01-01 14:51:00,3
2142,5.74,4.54,1293.55,2019-01-01 14:52:00,3
2143,5.99,4.22,1125.79,2019-01-01 14:53:00,3
2144,6.48,4.27,1173.44,2019-01-01 14:54:00,3
2145,6.06,4.36,1345.85,2019-01-01 14:55:00,3
2146,6.57,4.60,1189.75,2019-01-01 14:56:00,3
2147,6.15,4.52,1257.45,2019-01-01 14:57:00,3
2148,5.86,4.26,994.58,2019-01-01 14:58:00,3
2149,6.17,4.60,1155.97,2019-01-01 14:59:00,3
2150,6.26,4.67,1218.18,2019-01-01 15:00:00,3
2151,6.53,4.59,1302.71,2019-01-01 15:01:00,3
2152,5.97,4.42,1396.28,2019-01-01 15:02:00,3
2153,5.69,4.39,964.97,2019-01-01 15:03:00,3
2154,6.58,4.47,1072.08,2019-01-01 15:04:00,3
2155,5.97,4.63,1322.05,2019-01-01 15:05:00,3
2156,5.92,4.27,1215.00,2019-01-01 15:06:00,3
2157,5.75,4.64,1276.86,2019-01-01 15:07:00,3
2158,5.90,4.44,1399.94,2019-01-01 15:08:00,3
2159,6.40,4.23,1325.60,2019-01-01 15:09:00,3
2160,6.47,4.42,1369.91,2019-01-01 15:10:00,3
2161,5.71,4.34,1348.33,2019-01-01 15:11:00,3
2162,6.26,4.55,1250.12,2019-01-01 15:12:00,3
2163,6.63,4.60,1128.69,2019-01-01 15:13:00,3
2164,6.06,4.62,1220.93,2019-01-01 15:14:00,3
2165,6.14,4.60,1336.17,2019-01-01 15:15:00,3
2166,6.22,4.28,1005.21,2019-01-01 15:16:00,3
2167,5.76,4.34,1013.77,2019-01-01 15:17:00,3
2168,6.04,4.23,1079.87,2019-01-01 15:18:00,3
2169,6.57,4.62,1140.00,2019-01-01 15:19:00,3
2170,6.42,4.34,1266.19,2019-01-01 15:20:00,3
2171,5.83,4.68,1171.62,2019-01-01 15:21:00,3
2172,6.31,4.37,1051.48,2019-01-01 15:22:00,3
2173,6.53,4.23,1275.94,2019-01-01 15:23:00,3
2174,6.63,4.51,1113.36,2019-01-01 15:24:00,3
2175,5.98,4.29,1396.92,2019-01-01 15:25:00,3
2176,6.26,4.57,1152.89,2019-01-01 15:26:00,3
2177,6.19,4.66,1208.88,2019-01-01 15:27:00,3
2178,5.70,4.43,1276.36,2019-01-01 15:28:00,3
2179,6.65,4.56,1225.43,2019-01-01 15:29:00,3
2180,6.22,4.72,1371.77,2019-01-01 15:30:00,3
2181,6.21,4.58,1192.23,2019-01-01 15:31:00,3
2182,6.47,4.45,1218.19,2019-01-01 15:32:00,3
2183,6.49,4.50,1384.40,2019-01-01 15:33:00,3
2184,6.51,4.73,1384.20,2019-01-01 15:34:00,3
2185,5.93,4.47,1266.99,2019-01-01 15:35:00,3
2186,6.60,4.26,1208.94,2019-01-01 15:36:00,3
2187,6.66,4.54,1161.54,2019-01-01 15:37:00,3
2188,6.53,4.56,1074.88,2019-01-01 15:38:00,3
2189,6.54,4.75,1115.21,2019-01-01 15:39:00,3
2190,6.33,4.78,1164.52,2019-01-01 15:40:00,3
2191,6.13,4.31,1174.25,2019-01-01 15:41:00,3
2192,6.00,4.74,1218.78,2019-01-01 15:42:00,3
2193,5.90,4.26,1097.62,2019-01-01 15:43:00,3
2194,6.09,4.61,1074.11,2019-01-01 15:44:00,3
2195,6.54,4.73,1111.26,2019-01-01 15:45:00,3
2196,5.71,4.76,1337.06,2019-01-01 15:46:00,3
2197,6.44,4.59,1007.85,2019-01-01 15:47:00,3
2198,6.12,4.36,1354.13,2019-01-01 15:48:00,3
2199,5.99,4.36,1386.57,2019-01-01 15:49:00,3
2200,6.47,4.77,1368.13,2019-01-01 15:50:00,3
2201,6.09,4.77,1221.89,2019-01-01 15:51:00,3
2202,6.45,4.46,1083.01,2019-01-01 15:52:00,3
2203,5.67,4.47,1136.70,2019-01-01 15:53:00,3
2204,6.27,4.42,1278.63,2019-01-01 15:54:00,3
2205,6.17,4.45,1385.52,2019-01-01 15:55:00,3
2206,5.81,4.75,965.95,2019-01-01 15:56:00,3
2207,6.30,4.76,1174.70,2019-01-01 15:57:00,3
2208,6.51,4.46,1045.06,2019-01-01 15:58:00,3
2209,6.40,4.44,1396.26,2019-01-01 15:59:00,3
2210,6.26,4.65,1040.60,2019-01-01 16:00:00,3
2211,6.31,4.49,1016.19,2019-01-01 16:01:00,3
2212,6.54,4.34,1121.18,2019-01-01 16:02:00,3
2213,6.22,4.63,1213.51,2019-01-01 16:03:00,3
2214,6.58,4.59,1349.59,2019-01-01 16:04:00,3
2215,6.05,4.52,1373.21,2019-01-01 16:05:00,3
2216,6.54,4.33,1034.57,2019-01-01 16:06:00,3
2217,6.17,4.27,1395.18,2019-01-01 16:07:00,3
2218,6.53,4.50,1404.00,2019-01-01 16:08:00,3
2219,6.17,4.55,1179.88,2019-01-01 16:09:00,3
2220,6.48,4.43,1369.11,2019-01-01 16:10:00,3
2221,5.81,4.26,1145.43,2019-01-01 16:11:00,3
2222,6.03,4.47,979.37,2019-01-01 16:12:00,3
2223,5.82,4.65,1388.07,2019-01-01 16:13:00,3
2224,5.85,4.32,1045.93,2019-01-01 16:14:00,3
2225,6.46,4.31,1271.41,2019-01-01 16:15:00,3
2226,6.49,4.46,1219.56,2019-01-01 16:16:00,3
2227,5.90,4.62,1166.96,2019-01-01 16:17:00,3
2228,6.06,4.76,997.57,2019-01-01 16:18:00,3
2229,5.79,4.35,1184.63,2019-01-01 16:19:00,3
2230,6.60,4.30,1117.37,2019-01-01 16:20:00,3
2231,6.14,4.72,1007.20,2019-01-01 16:21:00,3
2232,6.43,4.29,1136.58,2019-01-01 16:22:00,3
2233,6.65,4.70,1202.12,2019-01-01 16:23:00,3
2234,6.36,4.74,999.51,2019-01-01 16:24:00,3
2235,6.66,4.42,1036.10,2019-01-01 16:25:00,3
2236,5.83,4.65,1061.00,2019-01-01 16:26:00,3
2237,5.98,4.30,1051.41,2019-01-01 16:27:00,3
2238,6.18,4.76,1202.50,2019-01-01 16:28:00,3
2239,6.20,4.36,1311.49,2019-01-01 16:29:00,3
2240,6.38,4.57,1283.26,2019-01-01 16:30:00,3
2241,6.64,4.72,1226.29,2019-01-01 16:31:00,3
2242,6.67,4.57,1409.28,2019-01-01 16:32:00,3
2243,6.51,4.27,1119.93,2019-01-01 16:33:00,3
2244,6.67,4.49,1233.25,2019-01-01 16:34:00,3
2245,6.07,4.46,1106.36,2019-01-01 16:35:00,3
2246,6.24,4.69,1170.44,2019-01-01 16:36:00,3
2247,6.41,4.66,1293.17,2019-01-01 16:37:00,3
2248,5.79,4.42,1239.69,2019-01-01 16:38:00,3
2249,6.30,4.25,1185.29,2019-01-01 16:39:00,3
