id,ph,dissolved_oxygen,electric_conductivity,date,station_point_id
1832,8.58,5.87,187.06,2019-01-01 15:36:00,1
1833,8.65,5.94,183.40,2019-01-01 15:37:00,1
1834,9.71,5.99,182.08,2019-01-01 15:38:00,1
1835,8.82,6.00,189.62,2019-01-01 15:39:00,1
1836,8.63,5.98,201.59,2019-01-01 15:40:00,1
1837,9.59,5.99,193.32,2019-01-01 15:41:00,1
1838,9.23,6.03,184.06,2019-01-01 15:42:00,1
1839,8.77,5.96,194.81,2019-01-01 15:43:00,1
1840,8.67,5.90,185.88,2019-01-01 15:44:00,1
1841,8.89,5.86,186.91,2019-01-01 15:45:00,1
1842,8.82,6.00,201.51,2019-01-01 15:46:00,1
1843,9.57,6.03,181.03,2019-01-01 15:47:00,1
1844,9.69,5.94,193.53,2019-01-01 15:48:00,1
1845,8.74,5.95,195.77,2019-01-01 15:49:00,1
1846,9.37,5.86,187.73,2019-01-01 15:50:00,1
1847,8.91,5.99,198.76,2019-01-01 15:51:00,1
1848,8.76,5.88,186.41,2019-01-01 15:52:00,1
1849,8.70,5.89,181.75,2019-01-01 15:53:00,1
1850,8.79,5.86,188.09,2019-01-01 15:54:00,1
1851,9.51,6.03,200.18,2019-01-01 15:55:00,1
1852,9.16,5.94,189.27,2019-01-01 15:56:00,1
1853,9.67,6.03,198.75,2019-01-01 15:57:00,1
1854,8.71,5.99,186.71,2019-01-01 15:58:00,1
1855,9.73,5.97,201.69,2019-01-01 15:59:00,1
1856,9.16,6.01,192.34,2019-01-01 16:00:00,1
1857,9.78,5.96,197.52,2019-01-01 16:01:00,1
1858,9.58,5.86,186.02,2019-01-01 16:02:00,1
1859,8.66,5.98,186.60,2019-01-01 16:03:00,1
1860,9.52,5.98,193.04,2019-01-01 16:04:00,1
1861,8.61,5.94,194.49,2019-01-01 16:05:00,1
1862,9.50,5.98,193.53,2019-01-01 16:06:00,1
1863,9.71,5.88,197.43,2019-01-01 16:07:00,1
1864,9.73,5.98,187.13,2019-01-01 16:08:00,1
1865,8.61,6.01,188.91,2019-01-01 16:09:00,1
1866,8.91,5.93,201.50,2019-01-01 16:10:00,1
1867,9.67,6.00,184.33,2019-01-01 16:11:00,1
1868,8.72,5.89,187.57,2019-01-01 16:12:00,1
1869,9.00,5.87,201.98,2019-01-01 16:13:00,1
1870,8.95,5.93,187.04,2019-01-01 16:14:00,1
1871,9.01,5.99,192.40,2019-01-01 16:15:00,1
1872,8.61,6.00,198.41,2019-01-01 16:16:00,1
1873,9.13,5.99,189.10,2019-01-01 16:17:00,1
1874,9.52,5.97,185.42,2019-01-01 16:18:00,1
1875,9.07,5.89,197.08,2019-01-01 16:19:00,1
1876,9.05,5.90,193.63,2019-01-01 16:20:00,1
1877,9.76,5.91,201.89,2019-01-01 16:21:00,1
1878,8.62,6.02,194.44,2019-01-01 16:22:00,1
1879,8.99,6.01,187.94,2019-01-01 16:23:00,1
1880,8.75,5.98,182.38,2019-01-01 16:24:00,1
1881,8.73,5.99,186.91,2019-01-01 16:25:00,1
1882,8.84,5.95,191.79,2019-01-01 16:26:00,1
1883,9.31,5.86,180.75,2019-01-01 16:27:00,1
1884,9.60,5.89,190.33,2019-01-01 16:28:00,1
1885,9.10,6.01,201.54,2019-01-01 16:29:00,1
1886,9.47,5.93,197.13,2019-01-01 16:30:00,1
1887,9.76,5.89,191.74,2019-01-01 16:31:00,1
1888,8.82,5.96,194.26,2019-01-01 16:32:00,1
1889,9.71,5.89,184.98,2019-01-01 16:33:00,1
1890,9.01,5.87,193.62,2019-01-01 16:34:00,1
1891,9.08,5.97,199.70,2019-01-01 16:35:00,1
1892,8.71,5.87,194.56,2019-01-01 16:36:00,1
1893,8.70,5.87,189.95,2019-01-01 16:37:00,1
1894,9.04,5.94,184.30,2019-01-01 16:38:00,1
1895,9.49,5.89,181.42,2019-01-01 16:39:00,1
